Heads Ticker,Options Ticker,Date,Heads Close,Options Price,Expiry,Strike
BYH,BYHO,2020-10-13,"0.061     ","0.001     ",31-10-20,0.300
CAD,CADO,2020-10-13,"0.013     ","0.001     ",31-12-20,0.030
CCZ,CCZO,2020-10-13,"0.044     ","0.023     ",27-03-23,0.050
CDX,CDXO,2020-10-13,"0.056     ","0.019     ",30-11-21,0.050
CLB,CLBO,2020-10-13,"0.185     ","0.12      ",31-05-23,0.100
CNJ,CNJO,2020-10-13,"0.022     ","0.001     ",30-06-21,0.048
CR1,CR1O,2020-10-13,"0.325     ","0.15      ",31-07-21,0.200
CTM,CTMOC,2020-10-13,"0.615     ","0.455     ",31-05-21,0.180
CYL,CYLOA,2020-10-13,"2.78      ","1         ",31-05-22,2.450
CZN,CZNO,2020-10-13,"0.003     ","0.001     ",10-07-22,0.007
DAV,DAVO,2020-10-13,"0.051     ","0.01      ",31-07-23,0.200
DW8,DW8O,2020-10-13,"0.062     ","0.05      ",31-12-22,0.015
DXN,DXNOA,2020-10-13,"0.023     ","0.001     ",11-11-20,0.100
DXN,DXNOD,2020-10-13,"0.023     ","0.01      ",18-05-23,0.020
DYL,DYLO,2020-10-13,"0.33      ","0.053     ",01-06-22,0.500
E2E,E2EOA,2020-10-13,"0.001     ","0.001     ",22-02-21,0.015
ECT,ECTOE,2020-10-13,"0.001     ","0.001     ",17-02-23,0.003
EDE,EDEOB,2020-10-13,"0.026     ","0.002     ",08-03-21,0.080
ELS,ELSO,2020-10-13,"0.59      ","0.12      ",18-06-21,1.000
EM1,EM1O,2020-10-13,"0.041     ","0.018     ",18-04-21,0.020
EN1,EN1O,2020-10-13,"0.007     ","0.001     ",14-12-20,0.250
ESR,ESRO,2020-10-13,"0.083     ","0.037     ",27-06-21,0.050
EXR,EXROA,2020-10-13,"0.135     ","0.073     ",31-12-20,0.068
FAU,FAUO,2020-10-13,"0.018     ","0.002     ",15-12-20,0.060
FGR,FGROC,2020-10-13,"0.15      ","0.02      ",08-08-21,0.200
FHS,FHSO,2020-10-13,"0.065     ","0.035     ",12-11-21,0.025
FIN,FINOA,2020-10-13,"0.029     ","0.014     ",31-12-21,0.025
FRX,FRXO,2020-10-13,"0.019     ","0.004     ",31-10-22,0.120
GNM,GNMOA,2020-10-13,"0.019     ","0.003     ",15-12-21,0.180
GNM,GNMOB,2020-10-13,"0.019     ","0.007     ",01-07-23,0.022
GSN,GSNOA,2020-10-13,"0.092     ","0.052     ",04-09-22,0.050
GTE,GTEOA,2020-10-13,"0.26      ","0.01      ",30-06-21,0.010
HAS,HASO,2020-10-13,"0.13      ","0.027     ",12-04-22,0.250
HE8,HE8OA,2020-10-13,"0.16      ","0.13      ",31-12-21,0.020
IBX,IBXO,2020-10-13,"0.077     ","0.03      ",26-11-21,0.050
IBX,IBXOA,2020-10-13,"0.077     ","0.048     ",28-04-23,0.030
ICG,ICGOA,2020-10-13,"0.055     ","0.007     ",31-10-22,0.007
IMU,IMUOA,2020-10-13,"0.054     ","0.027     ",30-11-20,0.026
IMU,IMUOB,2020-10-13,"0.054     ","0.025     ",30-11-21,0.040
IMU,IMUOC,2020-10-13,"0.054     ","0.026     ",30-11-22,0.054
IVR,IVROA,2020-10-13,"0.056     ","0.02      ",31-12-20,0.035
KFE,KFEOA,2020-10-13,"0.027     ","0.01      ",31-12-21,0.100
KIS,KISO,2020-10-13,"0.073     ","0.018     ",01-08-21,0.100
KTA,KTAOC,2020-10-13,"0.094     ","0.046     ",31-07-21,0.050
KTG,KTGOB,2020-10-13,"0.245     ","0.06      ",30-04-21,0.230
LCL,LCLOB,2020-10-13,"0.185     ","0.093     ",16-08-21,0.160
LHB,LHBO,2020-10-13,"0.003     ","0.012     ",04-12-20,0.220
LHM,LHMO,2020-10-13,"0.008     ","0.012     ",12-08-21,0.200
LIT,LITO,2020-10-13,"0.053     ","0.005     ",04-07-21,0.120
LKE,LKEOB,2020-10-13,"0.068     ","0.024     ",15-06-21,0.100
LPD,LPDOB,2020-10-13,"0.008     ","0.003     ",05-06-22,0.050
LRS,LRSOC,2020-10-13,"0.02      ","0.01      ",31-12-22,0.012
MAG,MAGOA,2020-10-13,"0.19      ","0.105     ",30-08-21,0.100
MEB,MEBOB,2020-10-13,"0.01      ","0.002     ",01-12-21,0.030
MGT,MGTOC,2020-10-13,"0.014     ","0.003     ",31-05-21,0.050
MGU,MGUO,2020-10-13,"0.055     ","0.02      ",30-09-22,0.050
MHC,MHCO,2020-10-13,"0.033     ","0.025     ",01-08-23,0.010
MKG,MKGO,2020-10-13,"0.115     ","0.011     ",16-04-21,0.300
MLL,MLLOA,2020-10-13,"0.17      ","0.065     ",17-10-21,0.150
MOH,MOHO,2020-10-13,"0.12      ","0.035     ",09-07-23,0.250
MRQ,MRQOB,2020-10-13,"0.01      ","0.002     ",20-12-20,0.010
MSM,MSMOC,2020-10-13,"0.043     ","0.032     ",27-12-22,0.040
NAC,NACOA,2020-10-13,"1.03      ","0.09      ",31-03-23,1.030
NC6,NC6O,2020-10-13,"0.081     ","0.005     ",31-12-20,0.300
NCC,NCCOB,2020-10-13,"0.99      ","0.015     ",29-06-21,1.020
NOR,NOROA,2020-10-13,"0.031     ","0.001     ",31-10-20,0.080
NTI,NTIO,2020-10-13,"0.017     ","0.004     ",31-03-21,0.060
NTL,NTLOB,2020-10-13,"0.006     ","0.002     ",30-09-22,0.055
NWE,NWEOB,2020-10-13,"0.004     ","0.001     ",24-01-22,0.006
NXE,NXEOB,2020-10-13,"0.027     ","0.001     ",26-11-20,0.200
OAR,OARO,2020-10-13,"0.026     ","0.006     ",31-12-21,0.040
OKJ,OKJO,2020-10-13,"0.057     ","0.015     ",17-06-22,0.080
PDI,PDIOA,2020-10-13,"0.063     ","0.055     ",24-12-22,0.018
PEK,PEKOD,2020-10-13,"0.036     ","0.017     ",14-04-22,0.030
PG1,PG1OB,2020-10-13,"0.11      ","0.001     ",24-01-21,0.300
PMY,PMYO,2020-10-13,"0.019     ","0.007     ",21-11-20,0.015
PTX,PTXOC,2020-10-13,"0.066     ","0.036     ",31-03-23,0.063
PUR,PUROA,2020-10-13,"0.011     ","0.002     ",31-10-21,0.100
QFY,QFYOB,2020-10-13,"0.002     ","0.001     ",13-08-21,0.010
QFY,QFYOC,2020-10-13,"0.002     ","0.001     ",26-02-22,0.008
RCL,RCLO,2020-10-13,"0.36      ","0.054     ",30-11-20,0.300
RDS,RDSOB,2020-10-13,"0.015     ","0.003     ",30-04-21,0.035
RFR,RFRO,2020-10-13,"0.093     ","0.01      ",31-10-21,0.300
RLC,RLCO,2020-10-13,"0.013     ","0.002     ",06-04-21,0.080
RLG,RLGO,2020-10-13,"0.031     ","0.007     ",31-10-21,0.050
RML,RMLOA,2020-10-13,"0.042     ","0.02      ",30-06-22,0.100
ROO,ROOO,2020-10-13,"0.023     ","0.008     ",24-07-22,0.120
RPM,RPMO,2020-10-13,"0.2       ","0.015     ",28-08-21,0.250
RWD,RWDOA,2020-10-13,"0.145     ","0.025     ",30-06-21,0.240
RYD,RYDOA,2020-10-13,"1.55      ","0.125     ",10-12-21,1.500
SBR,SBRO,2020-10-13,"0.01      ","0.003     ",30-09-22,0.008
SFG,SFGO,2020-10-13,"0.11      ","0.035     ",17-07-21,0.097
SGC,SGCOA,2020-10-13,"0.041     ","0.02      ",31-12-21,0.040
SI6,SI6OC,2020-10-13,"0.013     ","0.004     ",01-07-21,0.015
SKN,SKNOA,2020-10-13,"0.08      ","0.031     ",31-12-20,0.100
SP3,SP3O,2020-10-13,"0.065     ","0.001     ",31-12-20,0.200
SUD,SUDOD,2020-10-13,"0.042     ","0.006     ",30-06-21,0.375
SVL,SVLOB,2020-10-13,"0.215     ","0.165     ",06-09-21,0.060
SYA,SYAOC,2020-10-13,"0.01      ","0.003     ",09-04-23,0.020
TGM,TGMO,2020-10-13,"0.255     ","0.002     ",31-10-20,0.300
TMG,TMGO,2020-10-13,"0.19      ","0.025     ",31-10-21,0.200
TRL,TRLOC,2020-10-13,"0.051     ","0.001     ",24-10-20,0.200
TTT,TTTO,2020-10-13,"0.69      ","0.03      ",10-07-21,2.500
TV2,TV2OA,2020-10-13,"0.008     ","0.004     ",30-03-21,0.020
TYM,TYMO,2020-10-13,"0.11      ","0.065     ",31-12-23,0.065
TYX,TYXOC,2020-10-13,"0.005     ","0.001     ",06-10-21,0.040
VAL,VALOB,2020-10-13,"0.005     ","0.001     ",31-12-21,0.015
VAR,VAROA,2020-10-13,"0.034     ","0.002     ",31-05-21,0.160
VIC,VICOA,2020-10-13,"0.003     ","0.001     ",28-12-20,0.020
VR8,VR8OA,2020-10-13,"0.03      ","0.004     ",01-06-21,0.120
VRX,VRXO,2020-10-13,"0.12      ","0.031     ",31-07-21,0.180
VUL,VULO,2020-10-13,"1.16      ","0.94      ",20-01-21,0.285
WCN,WCNOE,2020-10-13,"0.023     ","0.014     ",28-02-24,0.015
WML,WMLOA,2020-10-13,"0.035     ","0.003     ",18-09-21,0.080
WOA,WOAO,2020-10-13,"0.965     ","0.6       ",30-06-21,0.300
WRM,WRMO,2020-10-13,"0.54      ","0.38      ",04-11-22,0.010
ZMI,ZMIOC,2020-10-13,"0.058     ","0.001     ",21-07-21,0.300
1AD,1ADO,2020-10-12,"0.155     ","0.04      ",30-06-21,0.250
ADN,ADNOB,2020-10-12,"0.15      ","0.13      ",30-11-20,0.012
ADO,ADOO,2020-10-12,"0.105     ","0.087     ",06-12-20,0.020
ADO,ADOOA,2020-10-12,"0.105     ","0.079     ",31-03-23,0.030
ADX,ADXOB,2020-10-12,"0.005     ","0.001     ",20-11-20,0.015
AGY,AGYO,2020-10-12,"0.053     ","0.02      ",31-03-22,0.200
AIY,AIYOB,2020-10-12,"0.03      ","0.006     ",20-06-21,0.050
AJM,AJMOB,2020-10-12,"0.07      ","0.016     ",28-02-22,0.200
APC,APCOB,2020-10-12,"0.15      ","0.03      ",08-08-21,0.120
AQD,AQDOC,2020-10-12,"0.03      ","0.012     ",30-11-21,0.025
ARD,ARDOA,2020-10-12,"0.054     ","0.024     ",29-10-21,0.050
ARD,ARDOB,2020-10-12,"0.054     ","0.023     ",29-10-20,0.025
ATU,ATUO,2020-10-12,"0.3       ","0.095     ",31-03-21,0.200
AU1,AU1OA,2020-10-12,"0.035     ","0.009     ",31-12-20,0.065
AUR,AUROC,2020-10-12,"0.099     ","0.017     ",30-11-20,0.080
AV1,AV1O,2020-10-12,"0.115     ","0.05      ",25-10-21,0.100
BAS,BASOB,2020-10-12,"0.002     ","0.001     ",30-07-21,0.004
BAT,BATO,2020-10-12,"0.013     ","0.003     ",31-07-23,0.100
BCN,BCNOB,2020-10-12,"0.041     ","0.018     ",17-08-22,0.025
BLY,BLYO,2020-10-12,"0.405     ","0.003     ",13-09-24,6.300
BLZ,BLZO,2020-10-12,"0.038     ","0.012     ",31-03-22,0.050
BRK,BRKOA,2020-10-12,"0.005     ","0.001     ",31-12-20,0.030
BRV,BRVO,2020-10-12,"0.065     ","0.042     ",30-06-22,0.020
BSM,BSMOC,2020-10-12,"0.003     ","0.001     ",31-12-20,0.050
BYH,BYHO,2020-10-12,"0.065     ","0.001     ",31-10-20,0.300
CAD,CADO,2020-10-12,"0.013     ","0.001     ",31-12-20,0.030
CCZ,CCZO,2020-10-12,"0.044     ","0.023     ",27-03-23,0.050
CDX,CDXO,2020-10-12,"0.059     ","0.02      ",30-11-21,0.050
CLB,CLBO,2020-10-12,"0.18      ","0.12      ",31-05-23,0.100
CNJ,CNJO,2020-10-12,"0.019     ","0.001     ",30-06-21,0.048
CR1,CR1O,2020-10-12,"0.345     ","0.15      ",31-07-21,0.200
CTM,CTMOC,2020-10-12,"0.685     ","0.5       ",31-05-21,0.180
CYL,CYLOA,2020-10-12,"2.78      ","0.88      ",31-05-22,2.450
CZN,CZNO,2020-10-12,"0.003     ","0.001     ",10-07-22,0.007
DAV,DAVO,2020-10-12,"0.052     ","0.01      ",31-07-23,0.200
DW8,DW8O,2020-10-12,"0.062     ","0.05      ",31-12-22,0.015
DXN,DXNOA,2020-10-12,"0.023     ","0.001     ",11-11-20,0.100
DXN,DXNOD,2020-10-12,"0.023     ","0.01      ",18-05-23,0.020
DYL,DYLO,2020-10-12,"0.325     ","0.063     ",01-06-22,0.500
E2E,E2EOA,2020-10-12,"0.001     ","0.001     ",22-02-21,0.015
ECT,ECTOE,2020-10-12,"0.001     ","0.001     ",17-02-23,0.003
EDE,EDEOB,2020-10-12,"0.025     ","0.002     ",08-03-21,0.080
ELS,ELSO,2020-10-12,"0.59      ","0.12      ",18-06-21,1.000
EM1,EM1O,2020-10-12,"0.042     ","0.018     ",18-04-21,0.020
EN1,EN1O,2020-10-12,"0.006     ","0.001     ",14-12-20,0.250
ESR,ESRO,2020-10-12,"0.082     ","0.033     ",27-06-21,0.050
EXR,EXROA,2020-10-12,"0.135     ","0.073     ",31-12-20,0.068
FAU,FAUO,2020-10-12,"0.017     ","0.002     ",15-12-20,0.060
FGR,FGROC,2020-10-12,"0.15      ","0.015     ",08-08-21,0.200
FHS,FHSO,2020-10-12,"0.063     ","0.035     ",12-11-21,0.025
FIN,FINOA,2020-10-12,"0.03      ","0.015     ",31-12-21,0.025
FRX,FRXO,2020-10-12,"0.018     ","0.004     ",31-10-22,0.120
GNM,GNMOA,2020-10-12,"0.019     ","0.003     ",15-12-21,0.180
GNM,GNMOB,2020-10-12,"0.019     ","0.007     ",01-07-23,0.022
GSN,GSNOA,2020-10-12,"0.092     ","0.051     ",04-09-22,0.050
GTE,GTEOA,2020-10-12,"0.26      ","0.012     ",30-06-21,0.010
HAS,HASO,2020-10-12,"0.135     ","0.034     ",12-04-22,0.250
HE8,HE8OA,2020-10-12,"0.16      ","0.13      ",31-12-21,0.020
IBX,IBXO,2020-10-12,"0.079     ","0.028     ",26-11-21,0.050
IBX,IBXOA,2020-10-12,"0.079     ","0.045     ",28-04-23,0.030
ICG,ICGOA,2020-10-12,"0.055     ","0.007     ",31-10-22,0.007
IMU,IMUOA,2020-10-12,"0.055     ","0.027     ",30-11-20,0.026
IMU,IMUOB,2020-10-12,"0.055     ","0.024     ",30-11-21,0.040
IMU,IMUOC,2020-10-12,"0.055     ","0.025     ",30-11-22,0.054
IVR,IVROA,2020-10-12,"0.056     ","0.022     ",31-12-20,0.035
KFE,KFEOA,2020-10-12,"0.027     ","0.01      ",31-12-21,0.100
KIS,KISO,2020-10-12,"0.075     ","0.018     ",01-08-21,0.100
KTA,KTAOC,2020-10-12,"0.094     ","0.046     ",31-07-21,0.050
KTG,KTGOB,2020-10-12,"0.24      ","0.06      ",30-04-21,0.230
LCL,LCLOB,2020-10-12,"0.195     ","0.1       ",16-08-21,0.160
LHB,LHBO,2020-10-12,"0.003     ","0.012     ",04-12-20,0.220
LHM,LHMO,2020-10-12,"0.008     ","0.012     ",12-08-21,0.200
LIT,LITO,2020-10-12,"0.054     ","0.005     ",04-07-21,0.120
LKE,LKEOB,2020-10-12,"0.069     ","0.028     ",15-06-21,0.100
LPD,LPDOB,2020-10-12,"0.008     ","0.002     ",05-06-22,0.050
LRS,LRSOC,2020-10-12,"0.021     ","0.01      ",31-12-22,0.012
MAG,MAGOA,2020-10-12,"0.195     ","0.105     ",30-08-21,0.100
MEB,MEBOB,2020-10-12,"0.011     ","0.002     ",01-12-21,0.030
MGT,MGTOC,2020-10-12,"0.014     ","0.003     ",31-05-21,0.050
MGU,MGUO,2020-10-12,"0.055     ","0.02      ",30-09-22,0.050
MHC,MHCO,2020-10-12,"0.037     ","0.025     ",01-08-23,0.010
MKG,MKGO,2020-10-12,"0.115     ","0.011     ",16-04-21,0.300
MLL,MLLOA,2020-10-12,"0.185     ","0.065     ",17-10-21,0.150
MOH,MOHO,2020-10-12,"0.11      ","0.035     ",09-07-23,0.250
MRQ,MRQOB,2020-10-12,"0.01      ","0.003     ",20-12-20,0.010
MSM,MSMOC,2020-10-12,"0.04      ","0.032     ",27-12-22,0.040
NAC,NACOA,2020-10-12,"1         ","0.08      ",31-03-23,1.030
NC6,NC6O,2020-10-12,"0.083     ","0.005     ",31-12-20,0.300
NCC,NCCOB,2020-10-12,"0.99      ","0.015     ",29-06-21,1.020
NOR,NOROA,2020-10-12,"0.03      ","0.002     ",31-10-20,0.080
NTI,NTIO,2020-10-12,"0.016     ","0.004     ",31-03-21,0.060
NTL,NTLOB,2020-10-12,"0.005     ","0.002     ",30-09-22,0.055
NWE,NWEOB,2020-10-12,"0.004     ","0.001     ",24-01-22,0.006
NXE,NXEOB,2020-10-12,"0.027     ","0.001     ",26-11-20,0.200
OAR,OARO,2020-10-12,"0.027     ","0.006     ",31-12-21,0.040
OKJ,OKJO,2020-10-12,"0.057     ","0.015     ",17-06-22,0.080
PDI,PDIOA,2020-10-12,"0.063     ","0.05      ",24-12-22,0.018
PEK,PEKOD,2020-10-12,"0.037     ","0.017     ",14-04-22,0.030
PG1,PG1OB,2020-10-12,"0.11      ","0.001     ",24-01-21,0.300
PMY,PMYO,2020-10-12,"0.022     ","0.007     ",21-11-20,0.015
PTX,PTXOC,2020-10-12,"0.066     ","0.036     ",31-03-23,0.063
PUR,PUROA,2020-10-12,"0.011     ","0.002     ",31-10-21,0.100
QFY,QFYOB,2020-10-12,"0.002     ","0.001     ",13-08-21,0.010
QFY,QFYOC,2020-10-12,"0.002     ","0.001     ",26-02-22,0.008
RCL,RCLO,2020-10-12,"0.36      ","0.054     ",30-11-20,0.300
RDS,RDSOB,2020-10-12,"0.015     ","0.003     ",30-04-21,0.035
RFR,RFRO,2020-10-12,"0.093     ","0.01      ",31-10-21,0.300
RLC,RLCO,2020-10-12,"0.013     ","0.002     ",06-04-21,0.080
RLG,RLGO,2020-10-12,"0.03      ","0.007     ",31-10-21,0.050
RML,RMLOA,2020-10-12,"0.042     ","0.02      ",30-06-22,0.100
ROO,ROOO,2020-10-12,"0.024     ","0.008     ",24-07-22,0.120
RPM,RPMO,2020-10-12,"0.2       ","0.015     ",28-08-21,0.250
RWD,RWDOA,2020-10-12,"0.155     ","0.025     ",30-06-21,0.240
RYD,RYDOA,2020-10-12,"1.55      ","0.125     ",10-12-21,1.500
SBR,SBRO,2020-10-12,"0.01      ","0.003     ",30-09-22,0.008
SFG,SFGO,2020-10-12,"0.11      ","0.035     ",17-07-21,0.097
SGC,SGCOA,2020-10-12,"0.04      ","0.016     ",31-12-21,0.040
SI6,SI6OC,2020-10-12,"0.015     ","0.004     ",01-07-21,0.015
SKN,SKNOA,2020-10-12,"0.08      ","0.031     ",31-12-20,0.100
SP3,SP3O,2020-10-12,"0.065     ","0.001     ",31-12-20,0.200
SUD,SUDOD,2020-10-12,"0.044     ","0.006     ",30-06-21,0.375
SVL,SVLOB,2020-10-12,"0.22      ","0.16      ",06-09-21,0.060
SYA,SYAOC,2020-10-12,"0.009     ","0.003     ",09-04-23,0.020
TGM,TGMO,2020-10-12,"0.25      ","0.002     ",31-10-20,0.300
TMG,TMGO,2020-10-12,"0.19      ","0.024     ",31-10-21,0.200
TRL,TRLOC,2020-10-12,"0.045     ","0.001     ",24-10-20,0.200
TTT,TTTO,2020-10-12,"0.7       ","0.03      ",10-07-21,2.500
TV2,TV2OA,2020-10-12,"0.008     ","0.004     ",30-03-21,0.020
TYM,TYMO,2020-10-12,"0.125     ","0.076     ",31-12-23,0.065
TYX,TYXOC,2020-10-12,"0.006     ","0.001     ",06-10-21,0.040
VAL,VALOB,2020-10-12,"0.005     ","0.001     ",31-12-21,0.015
VAR,VAROA,2020-10-12,"0.033     ","0.002     ",31-05-21,0.160
VIC,VICOA,2020-10-12,"0.003     ","0.001     ",28-12-20,0.020
VR8,VR8OA,2020-10-12,"0.03      ","0.004     ",01-06-21,0.120
VRX,VRXO,2020-10-12,"0.125     ","0.033     ",31-07-21,0.180
VUL,VULO,2020-10-12,"1.25      ","0.93      ",20-01-21,0.285
WCN,WCNOE,2020-10-12,"0.026     ","0.014     ",28-02-24,0.015
WML,WMLOA,2020-10-12,"0.029     ","0.003     ",18-09-21,0.080
WOA,WOAO,2020-10-12,"0.94      ","0.64      ",30-06-21,0.300
WRM,WRMO,2020-10-12,"0.54      ","0.38      ",04-11-22,0.010
ZMI,ZMIOC,2020-10-12,"0.05      ","0.001     ",21-07-21,0.300
1AD,1ADO,2020-10-09,"0.155     ","0.03      ",30-06-21,0.250
ADN,ADNOB,2020-10-09,"0.15      ","0.13      ",30-11-20,0.012
ADO,ADOO,2020-10-09,"0.092     ","0.068     ",06-12-20,0.020
ADO,ADOOA,2020-10-09,"0.092     ","0.064     ",31-03-23,0.030
ADX,ADXOB,2020-10-09,"0.005     ","0.001     ",20-11-20,0.015
AGY,AGYO,2020-10-09,"0.056     ","0.02      ",31-03-22,0.200
AIY,AIYOB,2020-10-09,"0.03      ","0.006     ",20-06-21,0.050
AJM,AJMOB,2020-10-09,"0.07      ","0.016     ",28-02-22,0.200
APC,APCOB,2020-10-09,"0.155     ","0.03      ",08-08-21,0.120
AQD,AQDOC,2020-10-09,"0.028     ","0.012     ",30-11-21,0.025
ARD,ARDOA,2020-10-09,"0.05      ","0.02      ",29-10-21,0.050
ARD,ARDOB,2020-10-09,"0.05      ","0.021     ",29-10-20,0.025
ATU,ATUO,2020-10-09,"0.305     ","0.095     ",31-03-21,0.200
AU1,AU1OA,2020-10-09,"0.035     ","0.009     ",31-12-20,0.065
AUR,AUROC,2020-10-09,"0.099     ","0.02      ",30-11-20,0.080
AV1,AV1O,2020-10-09,"0.115     ","0.049     ",25-10-21,0.100
BAS,BASOB,2020-10-09,"0.002     ","0.001     ",30-07-21,0.004
BAT,BATO,2020-10-09,"0.013     ","0.003     ",31-07-23,0.100
BCN,BCNOB,2020-10-09,"0.038     ","0.017     ",17-08-22,0.025
BLY,BLYO,2020-10-09,"0.42      ","0.003     ",13-09-24,6.300
BLZ,BLZO,2020-10-09,"0.035     ","0.012     ",31-03-22,0.050
BRK,BRKOA,2020-10-09,"0.006     ","0.001     ",31-12-20,0.030
BRV,BRVO,2020-10-09,"0.06      ","0.035     ",30-06-22,0.020
BSM,BSMOC,2020-10-09,"0.003     ","0.001     ",31-12-20,0.050
BYH,BYHO,2020-10-09,"0.063     ","0.001     ",31-10-20,0.300
